"assessmentId","internalTaxonId","scientificName","kingdomName","phylumName","orderName","className","familyName","genusName","speciesName","infraType","infraName","infraAuthority","authority","redlistCategory","redlistCriteria","criteriaVersion","populationTrend","scopes","valid"
54186210,133054,"Goniopora tenuidens","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Goniopora","tenuidens",NA,NA,NA,"Quelch, 1886","Least Concern","",3.1,"Unknown","Global","Goniopora tenuidens"
54186872,133055,"Favites halicora","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Favites","halicora",NA,NA,NA,"(Ehrenberg, 1834)","Near Threatened","",3.1,"Decreasing","Global","Favites halicora"
54187520,133058,"Echinophyllia echinata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PECTINIIDAE","Echinophyllia","echinata",NA,NA,NA,"(Saville-Kent, 1871)","Least Concern","",3.1,"Unknown","Global","Oxypora echinata"
54188187,133063,"Polyphyllia talpina","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FUNGIIDAE","Polyphyllia","talpina",NA,NA,NA,"(Lamarck, 1801)","Least Concern","",3.1,"Unknown","Global","Polyphyllia talpina"
54188728,133066,"Montipora informis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","informis",NA,NA,NA,"Bernard, 1897","Least Concern","",3.1,"Decreasing","Global","Montipora informis"
54189409,133070,"Montastrea colemani","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Montastrea","colemani",NA,NA,NA,"Veron, 2002","Near Threatened","",3.1,"Decreasing","Global","Favites colemani"
54189890,133071,"Montipora foliosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","foliosa",NA,NA,NA,"(Pallas, 1766)","Near Threatened","",3.1,"Decreasing","Global","Montipora foliosa"
54190610,133076,"Lobophyllia robusta","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Lobophyllia","robusta",NA,NA,NA,"Yabe &amp; Sugiyama, 1936","Least Concern","",3.1,"Unknown","Global","Lobophyllia robusta"
54191180,133082,"Porites lutea","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","lutea",NA,NA,NA,"Milne Edwards &amp; Haime, 1851","Least Concern","",3.1,"Unknown","Global","Porites lutea"
54191947,133083,"Ctenactis albitentaculata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FUNGIIDAE","Ctenactis","albitentaculata",NA,NA,NA,"Hoeksema, 1989","Near Threatened","",3.1,"Unknown","Global","Ctenactis albitentaculata"
54192366,133084,"Barabattoia amicorum","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Barabattoia","amicorum",NA,NA,NA,"(Milne Edwards &amp; Haime, 1850)","Least Concern","",3.1,"Decreasing","Global","Dipsastraea amicorum"
54192983,133087,"Acropora subglabra","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","subglabra",NA,NA,NA,"(Brook, 1891)","Least Concern","",3.1,"Decreasing","Global","Acropora subglabra"
54193471,133088,"Echinopora lamellosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Echinopora","lamellosa",NA,NA,NA,"(Esper 1795)","Least Concern","",3.1,"Decreasing","Global","Echinopora lamellosa"
54194183,133090,"Leptastrea purpurea","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Leptastrea","purpurea",NA,NA,NA,"(Dana, 1846)","Least Concern","",3.1,"Decreasing","Global","Leptastrea purpurea"
54194931,133091,"Leptoseris scabra","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","AGARICIIDAE","Leptoseris","scabra",NA,NA,NA,"Vaughan, 1907","Least Concern","",3.1,"Unknown","Global","Leptoseris scabra"
54195662,133095,"Pocillopora meandrina","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","POCILLOPORIDAE","Pocillopora","meandrina",NA,NA,NA,"Dana, 1846","Least Concern","",3.1,"Unknown","Global","Pocillopora meandrina"
54196271,133097,"Pocillopora danae","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","POCILLOPORIDAE","Pocillopora","danae",NA,NA,NA,"Verrill, 1864","Vulnerable","A4ce",3.1,"Unknown","Global","Pocillopora verrucosa"
54196691,133098,"Leptoseris papyracea","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","AGARICIIDAE","Leptoseris","papyracea",NA,NA,NA,"(Dana, 1846)","Least Concern","",3.1,"Unknown","Global","Leptoseris papyracea"
54197316,133099,"Pocillopora elegans","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","POCILLOPORIDAE","Pocillopora","elegans",NA,NA,NA,"Dana, 1846","Vulnerable","A4ce",3.1,"Unknown","Global","Pocillopora elegans"
54197833,133105,"Porites murrayensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","murrayensis",NA,NA,NA,"Vaughan, 1918","Near Threatened","",3.1,"Unknown","Global","Porites murrayensis"
54198491,133106,"Acanthastrea hillae","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Acanthastrea","hillae",NA,NA,NA,"Wells, 1955","Near Threatened","",3.1,"Unknown","Global","Homophyllia bowerbanki"
54199096,133116,"Plerogyra simplex","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","EUPHYLLIDAE","Plerogyra","simplex",NA,NA,NA,"Rehberg, 1892","Near Threatened","",3.1,"Unknown","Global","Plerogyra simplex"
54199574,133117,"Montipora lobulata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","lobulata",NA,NA,NA,"Bernard, 1897","Vulnerable","A4c",3.1,"Decreasing","Global","Montipora lobulata"
54200038,133127,"Symphyllia valenciennesii","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Symphyllia","valenciennesii",NA,NA,NA,"Milne Edwards &amp; Haime, 1849","Least Concern","",3.1,"Unknown","Global","Lobophyllia valenciennesii"
54200688,133132,"Acropora aspera","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","aspera",NA,NA,NA,"(Dana, 1846)","Vulnerable","A4ce",3.1,"Decreasing","Global","Acropora aspera"
54201246,133136,"Favia marshae","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Favia","marshae",NA,NA,NA,"Veron, 2002","Near Threatened","",3.1,"Decreasing","Global","Dipsastraea marshae"
54201666,133137,"Astreopora scabra","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Astreopora","scabra",NA,NA,NA,"Lamberts, 1982","Least Concern","",3.1,"Decreasing","Global","Astreopora scabra"
54202066,133139,"Isopora palifera","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Isopora","palifera",NA,NA,NA,"(Lamarck, 1816)","Near Threatened","",3.1,"Decreasing","Global","Isopora palifera"
54202675,133140,"Millepora exaesa","ANIMALIA","CNIDARIA","MILLEPORINA","HYDROZOA","MILLEPORIDAE","Millepora","exaesa",NA,NA,NA,"Forskål 1775","Least Concern","",3.1,"Stable","Global","Millepora exaesa"
54203254,133148,"Ctenactis echinata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FUNGIIDAE","Ctenactis","echinata",NA,NA,NA,"(Pallas, 1766)","Least Concern","",3.1,"Unknown","Global","Ctenactis echinata"
54203839,133156,"Alveopora verrilliana","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Alveopora","verrilliana",NA,NA,NA,"Dana, 1872","Vulnerable","A4cd",3.1,"Unknown","Global","Alveopora verrilliana"
54204422,133158,"Podabacia crustacea","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FUNGIIDAE","Podabacia","crustacea",NA,NA,NA,"(Pallas, 1766)","Least Concern","",3.1,"Unknown","Global","Podabacia crustacea"
54205058,133166,"Halomitra pileus","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FUNGIIDAE","Halomitra","pileus",NA,NA,NA,"(Linnaeus, 1758)","Least Concern","",3.1,"Unknown","Global","Halomitra pileus"
54205621,133167,"Cyphastrea serailia","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Cyphastrea","serailia",NA,NA,NA,"(Forskål, 1775)","Least Concern","",3.1,"Decreasing","Global","Cyphastrea serailia"
54206365,133171,"Coeloseris mayeri","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","AGARICIIDAE","Coeloseris","mayeri",NA,NA,NA,"Vaughan, 1918","Least Concern","",3.1,"Unknown","Global","Coeloseris mayeri"
54206928,133172,"Echinophyllia aspera","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PECTINIIDAE","Echinophyllia","aspera",NA,NA,NA,"(Ellis &amp; Solander, 1788)","Least Concern","",3.1,"Unknown","Global","Echinophyllia aspera"
54207651,133175,"Montipora efflorescens","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","efflorescens",NA,NA,NA,"Bernard, 1897","Near Threatened","",3.1,"Decreasing","Global","Montipora efflorescens"
54208354,133183,"Fungia granulosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FUNGIIDAE","Fungia","granulosa",NA,NA,NA,"Klunzinger, 1879","Least Concern","",3.1,"Unknown","Global","Pleuractis granulosa"
54209005,133186,"Montipora floweri","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","floweri",NA,NA,NA,"Wells, 1954","Least Concern","",3.1,"Decreasing","Global","Montipora floweri"
54209633,133192,"Oxypora glabra","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PECTINIIDAE","Oxypora","glabra",NA,NA,NA,"Nemenzo, 1959","Least Concern","",3.1,"Unknown","Global","Echinophyllia glabra"
54210095,133197,"Pocillopora verrucosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","POCILLOPORIDAE","Pocillopora","verrucosa",NA,NA,NA,"(Ellis &amp; Solander, 1786)","Least Concern","",3.1,"Unknown","Global","Pocillopora verrucosa"
54210879,133198,"Goniopora fruticosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Goniopora","fruticosa",NA,NA,NA,"Saville-Kent, 1893","Least Concern","",3.1,"Unknown","Global","Goniopora fruticosa"
54211359,133200,"Oulophyllia crispa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Oulophyllia","crispa",NA,NA,NA,"(Lamarck, 1816)","Near Threatened","",3.1,"Decreasing","Global","Oulophyllia crispa"
54212029,133201,"Fungia scutaria","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FUNGIIDAE","Fungia","scutaria",NA,NA,NA,"Lamarck, 1801","Least Concern","",3.1,"Unknown","Global","Lobactis scutaria"
54212697,133203,"Acropora tenella","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","tenella",NA,NA,NA,"(Brook, 1892)","Vulnerable","A4ce",3.1,"Decreasing","Global","Acropora tenella"
54213078,133208,"Psammocora contigua","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","SIDERASTREIDAE","Psammocora","contigua",NA,NA,NA,"Esper 1797","Near Threatened","",3.1,"Unknown","Global","Psammocora contigua"
54213777,133209,"Favites pentagona","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Favites","pentagona",NA,NA,NA,"(Esper, 1794)","Least Concern","",3.1,"Decreasing","Global","Favites pentagona"
54214470,133214,"Astreopora eliptica","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Astreopora","eliptica",NA,NA,NA,"Yabe &amp; Sugiyama, 1941","Data Deficient","",3.1,"Decreasing","Global","Astreopora myriophthalma"
54214845,133215,"Fungia tenuis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FUNGIIDAE","Fungia","tenuis",NA,NA,NA,"Dana, 1846","Least Concern","",3.1,"Unknown","Global","Cycloseris tenuis"
54215500,133216,"Porites lobata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","lobata",NA,NA,NA,"Dana, 1846","Near Threatened","",3.1,"Unknown","Global","Porites lobata"
54216304,133220,"Montipora caliculata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","caliculata",NA,NA,NA,"(Dana, 1846)","Vulnerable","A4ce",3.1,"Decreasing","Global","Montipora caliculata"
54216898,133222,"Pocillopora damicornis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","POCILLOPORIDAE","Pocillopora","damicornis",NA,NA,NA,"(Linnaeus, 1758)","Least Concern","",3.1,"Unknown","Global","Pocillopora damicornis"
54217692,133230,"Fungia vaughani","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FUNGIIDAE","Fungia","vaughani",NA,NA,NA,"Boschma, 1923","Least Concern","",3.1,"Unknown","Global","Cycloseris vaughani"
54218331,133231,"Diploastrea heliopora","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Diploastrea","heliopora",NA,NA,NA,"(Lamarck, 1816)","Near Threatened","",3.1,"Decreasing","Global","Diploastrea heliopora"
54218977,133236,"Galaxea paucisepta","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","OCULINIDAE","Galaxea","paucisepta",NA,NA,NA,"Claereboudt, 1990","Near Threatened","",3.1,"Unknown","Global","Galaxea paucisepta"
54219368,133239,"Acropora nasuta","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","nasuta",NA,NA,NA,"(Dana, 1846)","Near Threatened","",3.1,"Decreasing","Global","Acropora nasuta"
54220093,133240,"Pavona clavus","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","AGARICIIDAE","Pavona","clavus",NA,NA,NA,"(Dana, 1846)","Least Concern","",3.1,"Unknown","Global","Pavona clavus"
54220828,133242,"Pavona frondifera","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","AGARICIIDAE","Pavona","frondifera",NA,NA,NA,"(Lamarck, 1816)","Least Concern","",3.1,"Unknown","Global","Pavona frondifera"
54221512,133244,"Favites flexuosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Favites","flexuosa",NA,NA,NA,"(Dana, 1846)","Near Threatened","",3.1,"Decreasing","Global","Favites flexuosa"
54222215,133246,"Acanthastrea echinata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Acanthastrea","echinata",NA,NA,NA,"(Dana, 1846)","Least Concern","",3.1,"Unknown","Global","Acanthastrea echinata"
54222944,133248,"Acropora robusta","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","robusta",NA,NA,NA,"(Dana, 1846)","Least Concern","",3.1,"Decreasing","Global","Acropora robusta"
54223617,133250,"Acropora digitifera","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","digitifera",NA,NA,NA,"(Dana, 1846)","Near Threatened","",3.1,"Decreasing","Global","Acropora digitifera"
54224297,133256,"Euphyllia glabrescens","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","EUPHYLLIDAE","Euphyllia","glabrescens",NA,NA,NA,"(Chamisso &amp; Eysenhardt, 1821)","Near Threatened","",3.1,"Unknown","Global","Euphyllia glabrescens"
54224963,133258,"Plerogyra sinuosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","EUPHYLLIDAE","Plerogyra","sinuosa",NA,NA,NA,"(Dana, 1846)","Near Threatened","",3.1,"Unknown","Global","Plerogyra sinuosa"
54225629,133262,"Porites annae","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","annae",NA,NA,NA,"Crossland, 1952","Near Threatened","",3.1,"Unknown","Global","Porites annae"
54226156,133267,"Astreopora listeri","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Astreopora","listeri",NA,NA,NA,"Bernard, 1896","Least Concern","",3.1,"Decreasing","Global","Astreopora listeri"
54226794,133272,"Pectinia paeonia","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PECTINIIDAE","Pectinia","paeonia",NA,NA,NA,"(Dana, 1846)","Near Threatened","",3.1,"Unknown","Global","Pectinia paeonia"
54227316,133277,"Porites australiensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","australiensis",NA,NA,NA,"Vaughan, 1918","Least Concern","",3.1,"Unknown","Global","Porites australiensis"
54227968,133284,"Plesiastrea versipora","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Plesiastrea","versipora",NA,NA,NA,"(Lamarck, 1816)","Least Concern","",3.1,"Decreasing","Global","Plesiastrea versipora"
54228736,133289,"Euphyllia paraancora","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","EUPHYLLIDAE","Euphyllia","paraancora",NA,NA,NA,"Veron, 1990","Vulnerable","A4cd",3.1,"Unknown","Global","Fimbriaphyllia paraancora"
54229155,133290,"Favites abdita","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Favites","abdita",NA,NA,NA,"(Ellis &amp; Solander, 1786)","Near Threatened","",3.1,"Decreasing","Global","Favites abdita"
54229881,133291,"Acropora striata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","striata",NA,NA,NA,"(Verrill, 1866)","Vulnerable","A4ce",3.1,"Decreasing","Global","Acropora striata"
54230315,133292,"Astreopora myriophthalma","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Astreopora","myriophthalma",NA,NA,NA,"(Lamarck, 1816)","Least Concern","",3.1,"Decreasing","Global","Astreopora myriophthalma"
54231035,133293,"Acropora valida","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","valida",NA,NA,NA,"(Dana, 1846)","Least Concern","",3.1,"Decreasing","Global","Acropora valida"
54231790,133299,"Fungia sinensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FUNGIIDAE","Fungia","sinensis",NA,NA,NA,"Edwards &amp; Haine, 1851","Least Concern","",3.1,"Unknown","Global","Cycloseris sinensis"
54232334,133302,"Astreopora gracilis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Astreopora","gracilis",NA,NA,NA,"Bernard, 1896","Least Concern","",3.1,"Decreasing","Global","Astreopora gracilis"
54232897,133303,"Acropora lutkeni","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","lutkeni",NA,NA,NA,"Crossland, 1952","Near Threatened","",3.1,"Decreasing","Global","Acropora lutkeni"
54233479,133304,"Lobophyllia hataii","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Lobophyllia","hataii",NA,NA,NA,"Yabe &amp; Sugiyama, 1936","Least Concern","",3.1,"Unknown","Global","Lobophyllia hataii"
54234087,133305,"Montipora verrilli","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","verrilli",NA,NA,NA,"Vaughan, 1907","Data Deficient","",3.1,"Decreasing","Global","Montipora verrilli"
54234411,133308,"Fungia scruposa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FUNGIIDAE","Fungia","scruposa",NA,NA,NA,"Klunzinger, 1879","Least Concern","",3.1,"Unknown","Global","Danafungia scruposa"
54235037,133314,"Montipora aequituberculata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","aequituberculata",NA,NA,NA,"Bernard, 1897","Least Concern","",3.1,"Decreasing","Global","Montipora aequituberculata"
54235770,133315,"Acropora monticulosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","monticulosa",NA,NA,NA,"(Brüggemann, 1879)","Near Threatened","",3.1,"Decreasing","Global","Acropora monticulosa"
54236356,133324,"Acropora gemmifera","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","gemmifera",NA,NA,NA,"(Brook, 1892)","Least Concern","",3.1,"Decreasing","Global","Acropora gemmifera"
54237016,133325,"Cyphastrea chalcidicum","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Cyphastrea","chalcidicum",NA,NA,NA,"(Forskål, 1775)","Least Concern","",3.1,"Decreasing","Global","Cyphastrea chalcidicum"
54237697,133326,"Acanthastrea regularis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Acanthastrea","regularis",NA,NA,NA,"Veron, 2002","Vulnerable","A4c",3.1,"Unknown","Global","Micromussa regularis"
54238095,133327,"Acropora lovelli","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","lovelli",NA,NA,NA,"Veron &amp; Wallace, 1984","Vulnerable","A4ce",3.1,"Decreasing","Global","Acropora lovelli"
54238576,133329,"Porites stephensoni","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","stephensoni",NA,NA,NA,"Crossland, 1952","Near Threatened","",3.1,"Unknown","Global","Porites stephensoni"
54239113,133330,"Leptoseris foliosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","AGARICIIDAE","Leptoseris","foliosa",NA,NA,NA,"Dineson, 1980","Least Concern","",3.1,"Unknown","Global","Leptoseris foliosa"
54239745,133331,"Millepora tuberosa","ANIMALIA","CNIDARIA","MILLEPORINA","HYDROZOA","MILLEPORIDAE","Millepora","tuberosa",NA,NA,NA,"Boschma 1966","Endangered","A4c",3.1,"Decreasing","Global","Millepora exaesa"
54240066,133332,"Alveopora allingi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Alveopora","allingi",NA,NA,NA,"Hoffmeister, 1925","Vulnerable","A4cd",3.1,"Unknown","Global","Alveopora allingi"
54240738,133337,"Merulina ampliata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MERULINIDAE","Merulina","ampliata",NA,NA,NA,"(Ellis &amp; Solander, 1786)","Least Concern","",3.1,"Unknown","Global","Merulina ampliata"
54241411,133343,"Favites russelli","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Favites","russelli",NA,NA,NA,"(Wells, 1954)","Near Threatened","",3.1,"Decreasing","Global","Paragoniastrea russelli"
54242092,133345,"Montipora tuberculosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","tuberculosa",NA,NA,NA,"(Lamarck, 1816)","Least Concern","",3.1,"Decreasing","Global","Montipora tuberculosa"
54242828,133351,"Leptoseris mycetoseroides","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","AGARICIIDAE","Leptoseris","mycetoseroides",NA,NA,NA,"Wells, 1954","Least Concern","",3.1,"Unknown","Global","Leptoseris mycetoseroides"
54243552,133353,"Psammocora obtusangula","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","SIDERASTREIDAE","Psammocora","obtusangula",NA,NA,NA,"Lamarck, 1816","Near Threatened","",3.1,"Unknown","Global","Psammocora contigua"
54244070,133357,"Goniopora eclipsensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Goniopora","eclipsensis",NA,NA,NA,"Veron &amp; Pichon, 1982","Least Concern","",3.1,"Unknown","Global","Goniopora eclipsensis"
54244522,133358,"Porites napopora","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","napopora",NA,NA,NA,"Veron, 2002","Vulnerable","A4cde",3.1,"Unknown","Global","Porites napopora"
54244933,133360,"Pavona bipartita","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","AGARICIIDAE","Pavona","bipartita",NA,NA,NA,"Nemenzo, 1980","Vulnerable","A4c",3.1,"Unknown","Global","Pavona bipartita"
54245520,133364,"Stylaraea punctata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Stylaraea","punctata",NA,NA,NA,"Linneaus, 1758","Data Deficient","",3.1,"Unknown","Global","Stylaraea punctata"
54246041,133365,"Goniastrea edwardsi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Goniastrea","edwardsi",NA,NA,NA,"Chevalier, 1971","Least Concern","",3.1,"Decreasing","Global","Goniastrea edwardsi"
54246712,133376,"Acanthastrea ishigakiensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Acanthastrea","ishigakiensis",NA,NA,NA,"Veron, 1990","Vulnerable","A4c",3.1,"Unknown","Global","Lobophyllia ishigakiensis"
54247298,133378,"Goniopora somaliensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Goniopora","somaliensis",NA,NA,NA,"Vaughan, 1907","Least Concern","",3.1,"Unknown","Global","Goniopora somaliensis"
54248003,133380,"Madracis kirbyi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ASTROCOENIIDAE","Madracis","kirbyi",NA,NA,NA,"Veron &amp; Pichon, 1976","Least Concern","",3.1,"Unknown","Global","Madracis kirbyi"
54248571,133382,"Pavona explanulata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","AGARICIIDAE","Pavona","explanulata",NA,NA,NA,"(Lamarck, 1816)","Least Concern","",3.1,"Unknown","Global","Pavona explanulata"
54249305,133383,"Barabattoia laddi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Barabattoia","laddi",NA,NA,NA,"(Wells, 1954)","Vulnerable","A4c",3.1,"Decreasing","Global","Dipsastraea laddi"
54249756,133386,"Acanthastrea rotundoflora","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Acanthastrea","rotundoflora",NA,NA,NA,"Chevalier, 1975","Near Threatened","",3.1,"Unknown","Global","Acanthastrea rotundoflora"
54250269,133387,"Acropora globiceps","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","globiceps",NA,NA,NA,"(Dana, 1846)","Vulnerable","A4ce",3.1,"Decreasing","Global","Acropora globiceps"
54250752,133388,"Pocillopora setichelli","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","POCILLOPORIDAE","Pocillopora","setichelli",NA,NA,NA,"Hoffmeister, 1929","Least Concern","",3.1,"Unknown","Global","Pocillopora brevicornis"
54251074,133390,"Seriatopora hystrix","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","POCILLOPORIDAE","Seriatopora","hystrix",NA,NA,NA,"Dana, 1846","Least Concern","",3.1,"Unknown","Global","Seriatopora hystrix"
